ID|CITY|COUN|SUBJ|SEX|AGE|RELI|PRAC|FOCC|MOCC|FIEL|EMOT|WHEN|LONG|INTS|ERGO|TROPHO|TEMPER|EXPRES|MOVE|EXP1|EXP2|EXP10|PARAL|CON|EXPC|PLEA|PLAN|FAIR|CAUS|COPING|MORL|SELF|RELA|VERBAL|NEUTRO|Field1|Field3|Field2|MYKEY|SIT|STATE|
191065|1|19|65|2|35|2|1|2|1|1|7|4|1|1|0|0|0|0|0|0|0|0|0|1|1|0|2|1|1|4|1|2|2|0|0|guilt|1|1|1910657|I am not very affectionate and I feel guilty as I do not give as á much affection as I receive.|1|
191066|1|19|66|2|19|2|2|4|1|1|1|2|1|2|0|0|1|1|1|1|0|0|1|1|2|1|2|1|0|4|1|2|2|0|0|joy|1|2|1910661|I was spending the week-end with some friends.  We were waiting á for another friend and we went to the meet him at the bus stop, a  á woman we met there told us that the coach had already left.  I á was afraid that I would not see my friend, but at last we found á him.|1|
191066|1|19|66|2|19|2|2|4|1|1|2|3|1|3|3|0|0|2|1|0|1|0|0|1|2|3|0|0|0|1|0|2|0|0|1|fear|1|3|1910662|I was walking down a little village at night.  There was nobody á in the steet.  A dog began to bark, I felt that it was following á me.  Then I began to run, the other dogs started barking too.  At á last I arrived home.|1|
191066|1|19|66|2|19|2|2|4|1|1|3|1|2|3|0|0|2|2|0|0|1|0|0|1|3|3|3|2|2|1|1|2|0|2|1|anger|2|3|1910663|My parents did not let me go on holidays with my friends.|1|
191066|1|19|66|2|19|2|2|4|1|1|4|3|4|3|0|2|1|1|0|0|1|0|0|2|1|3|0|1|0|5|1|2|2|0|3|sadness|4|3|1910664|I was told that a friend of mine was going to Mexico for good.|1|
191066|1|19|66|2|19|2|2|4|1|1|5|2|1|2|0|2|0|1|0|0|0|0|0|2|1|3|2|1|0|5|1|2|2|0|2|disgust|1|2|1910665|Finding a hair in the soup.|1|
191066|1|19|66|2|19|2|2|4|1|1|6|1|1|2|1|0|1|1|0|0|0|0|0|2|1|1|0|1|0|1|1|2|3|3|0|shame|1|2|1910666|I was at the University dining room, alone, and at a table next á to mine thre were several professors.  One of them asked me to á join them.  I refused but she insisted.  All the others started á looking at me and I had to move to their table.|1|
191066|1|19|66|2|19|2|2|4|1|1|7|1|1|1|0|0|0|0|0|0|0|0|0|1|2|2|2|2|1|4|2|2|0|0|0|guilt|1|1|1910667|I had promised to say goodbye to a person who was going on a á trip, and I did not turn up.|1|
191067|1|19|67|2|19|2|2|6|7|1|1|1|4|4|2|0|0|2|0|1|0|0|0|1|3|1|1|1|1|4|1|2|3|0|0|joy|4|4|1910671|I was on holidays, and I was going to meet a friend whom I had á not seen for six months.  Again I felt very happy.|1|
191067|1|19|67|2|19|2|2|6|7|1|2|3|3|3|1|0|1|1|0|0|0|0|0|2|2|3|3|2|1|1|2|2|2|1|0|fear|3|3|1910672|We were camping in the mountains, and a friend and I went for a á walk.  It was getting darker and darker and we were not sure of á the right way back.|1|
191067|1|19|67|2|19|2|2|6|7|1|3|3|1|4|1|0|0|1|1|0|0|0|0|2|1|3|2|2|2|1|2|2|3|1|0|anger|1|4|1910673|I sent a book to a friend of mine.  The book meant a lot to me á and he lost it.|1|
191067|1|19|67|2|19|2|2|6|7|1|4|1|4|4|1|2|2|2|0|0|1|0|1|3|3|3|2|1|1|4|1|2|3|2|3|sadness|4|4|1910674|To say goodbye to dear friends after the holidays.|1|
191067|1|19|67|2|19|2|2|6|7|1|5|1|4|3|0|0|2|1|0|0|0|0|0|2|1|3|2|2|1|4|1|2|2|0|0|disgust|4|3|1910675|Ever since I have been a child, the sight of any kind of wound.|1|
191067|1|19|67|2|19|2|2|6|7|1|6|1|1|2|0|0|2|1|0|0|1|0|0|3|1|3|3|2|1|5|2|2|2|2|1|shame|1|2|1910676|At the seaside, when a wave suddenly came and took off my bikini.|1|
191067|1|19|67|2|19|2|2|6|7|1|7|2|2|3|1|1|0|2|0|0|0|0|0|2|3|3|3|2|1|1|2|2|3|1|1|guilt|2|3|1910677|One night, I went out with some friends for dinner and I did not á tell my parents that I would come back late.  I thought of á phoning but in the end I did not.  When I arrived home, my á parents were very worried.|1|
191068|1|19|68|2|26|2|1|6|1|1|1|3|4|4|3|1|0|1|1|0|1|0|1|1|2|1|0|0|4|4|0|0|3|1|2|joy|4|4|1910681|My sister in law was about to have a child, and there were some á problems.  They had to do a Caesarean.  After a while, everything  á was all right.|1|
191068|1|19|68|2|26|2|1|6|1|1|2|1|1|2|4|1|1|2|0|1|0|0|0|1|3|2|0|0|4|4|0|2|2|1|1|fear|1|2|1910682|Waiting for my marks in a difficult subject.|1|
191068|1|19|68|2|26|2|1|6|1|1|3|2|1|2|2|0|0|1|0|0|0|0|0|2|1|3|3|2|2|5|2|2|1|3|0|anger|1|2|1910683|I gave some personal information to a friend of mine, and he told á it to some others who were implicated in the affair.|1|
191068|1|19|68|2|26|2|1|6|1|1|4|1|3|3|0|0|0|0|1|0|0|0|0|2|1|3|3|0|4|1|0|1|2|0|0|sadness|3|3|1910684|The holidays come to an end, and the next day we had to go back á to University and to the exams.|1|
191068|1|19|68|2|26|2|1|6|1|1|5|1|1|1|0|0|0|1|0|0|0|0|0|1|1|3|2|0|4|4|0|2|2|1|0|disgust|1|1|1910685|There was a cat on the street.  It had been run over and its head was á open.  We passed beside it.|1|
191068|1|19|68|2|26|2|1|6|1|1|6|3|2|3|4|2|1|2|0|0|0|0|1|2|2|2|1|1|2|1|0|3|2|1|2|shame|2|3|1910686|At a meeting with over one hundred people, they decided who had to speak á from the stand by drawing lots.|1|
191068|1|19|68|2|26|2|1|6|1|1|7|2|3|2|3|2|2|1|0|0|0|0|2|2|1|3|2|0|4|1|1|2|2|0|2|guilt|3|2|1910687|I had a small argument with a relative and some other people got á implicated.  It resulted in a proper row.|1|
191069|1|19|69|2|20|2|2|4|1|1|1|3|4|4|2|0|0|3|0|1|0|0|0|1|2|1|1|1|1|4|1|3|2|2|0|joy|4|4|1910691|Last course, when I passed with good marks three subjects which I had á previously failed.|1|
191069|1|19|69|2|20|2|2|4|1|1|2|3|3|4|4|0|0|2|1|0|0|0|1|1|1|3|2|3|3|1|3|0|1|1|0|fear|3|4|1910692|I was attacked by a man at a bus stop at night.|1|
191069|1|19|69|2|20|2|2|4|1|1|3|1|2|2|2|0|0|1|1|0|0|0|1|1|1|3|3|3|2|5|2|2|1|3|0|anger|2|2|1910693|My mother told me that I could not go to the mountains.  Despite á my age, as long as I am in her house I must do what she says.|1|
191069|1|19|69|2|20|2|2|4|1|1|4|3|4|4|0|1|0|2|0|0|1|0|1|3|1|3|3|0|0|2|0|0|3|0|2|sadness|4|4|1910694|When my nephew was taken to hospital with meningitis and we did á not know what would happen.|1|
191069|1|19|69|2|20|2|2|4|1|1|5|4|3|4|0|1|0|3|1|0|0|0|0|2|1|3|2|3|3|2|3|2|1|1|1|disgust|3|4|1910695|I was drinking coffee in a cafe and I found a piece of scrubber á in my cup.|1|
191069|1|19|69|2|20|2|2|4|1|1|6|3|3|2|2|0|2|1|1|0|0|0|1|3|3|3|2|1|3|1|1|2|2|0|0|shame|3|2|1910696|When I went to my boyfriend's house for lunch and saw his á parents, I felt that they were watching me all the time.|1|
191069|1|19|69|2|20|2|2|4|1|1|7|4|3|4|2|1|2|1|1|0|0|0|0|3|1|3|3|1|1|2|3|1|2|0|1|guilt|3|4|1910697|At school, I did not tell the teacher that it was me who á had laughed, and she punished the entire class by making them á stay behind for one hour.|1|
191070|1|19|70|2|21|2|2|6|7|1|1|4|3|2|0|0|2|2|1|1|0|0|2|1|1|1|1|1|2|4|1|3|3|3|0|joy|3|2|1910701|One evening, I was with a group of friends having a talk.  There á was a very trustful and joyful atmosphere.|1|
191070|1|19|70|2|21|2|2|6|7|1|2|4|1|3|2|1|0|2|1|1|0|0|2|2|1|3|2|1|4|3|1|1|3|3|1|fear|1|3|1910702|We were walking in the park at night.  It was very dark and very á late.  We began to hear foot steps all around us, and we could á not find our way out.|1|
191070|1|19|70|2|21|2|2|6|7|1|3|2|1|2|1|0|0|2|0|0|0|0|2|1|1|3|3|1|2|1|2|2|2|0|0|anger|1|2|1910703|[ One day I arrived home rather tired and found the house..... In á addition I was asked many questions which I did not want to á answer.]|1|
191070|1|19|70|2|21|2|2|6|7|1|4|4|4|4|1|1|0|1|1|0|1|0|0|3|2|3|3|3|4|1|0|1|1|0|2|sadness|4|4|1910704|I was selected to do a rest for a foreign ballet but I did not á have the money to do it.|1|
191070|1|19|70|2|21|2|2|6|7|1|5|3|1|2|3|0|0|1|1|0|0|0|0|1|2|3|2|1|0|4|1|2|2|1|0|disgust|1|2|1910705|In a film there was a scene in which a rat was sliding on a bed, á leaving a trace of blood behind, finally it entered the mouth of á one of the actors.|1|
191070|1|19|70|2|21|2|2|6|7|1|6|4|4|3|2|1|2|1|1|1|0|0|0|3|1|2|2|2|1|1|1|2|1|0|1|shame|4|3|1910706|I was swimming in the river and I lost the top of my bikini.  I á did not notice it and came out of water.  There was a á disagreeable classmate watching the scene.|1|
191070|1|19|70|2|21|2|2|6|7|1|7|3|2|2|1|0|2|2|0|0|0|0|2|3|1|3|3|0|1|5|2|1|1|0|0|guilt|2|2|1910707|At a party, several comments were made about the personal á situation of one of the people present.  She was rather affected á and uncomfortable.|1|
191071|1|19|71|2|20|2|1|4|1|1|1|3|3|2|2|0|0|1|1|1|0|0|1|2|2|1|1|1|4|4|1|3|3|0|0|joy|3|2|1910711|It was Saturday, my duties were over for a few hours and I could á at last be with the people I wanted to see.|1|
191071|1|19|71|2|20|2|1|4|1|1|2|1|1|2|3|0|0|3|0|0|0|0|0|1|1|3|2|0|4|5|0|3|0|0|0|fear|1|2|1910712|One night, I was alone at home.  My fear was caused by some á strange noises which put my imagination to work.|1|
191071|1|19|71|2|20|2|1|4|1|1|3|1|2|3|3|0|0|2|0|0|0|0|3|1|1|3|3|3|2|2|2|2|2|3|0|anger|2|3|1910713|When I got to know about the reaction of a friend of mine in a á certain situation.  I had not expected him to react that way.|1|
191071|1|19|71|2|20|2|1|4|1|1|4|1|1|3|2|1|1|1|0|0|0|0|0|2|2|3|3|3|1|5|2|1|1|0|1|sadness|1|3|1910714|I felt alone among a large number of people.  I was sad to see á that nobody cared about what was happening to me.|1|
191071|1|19|71|2|20|2|1|4|1|1|5|1|1|2|1|0|1|1|1|0|0|0|0|1|2|3|2|1|4|3|0|2|0|0|0|disgust|1|2|1910715|I saw a sort of black worm being attacked by many ants.|1|
191071|1|19|71|2|20|2|1|4|1|1|6|3|1|1|3|1|2|1|0|1|0|0|1|2|2|2|3|2|1|5|1|1|0|1|1|shame|1|1|1910716|When I met a friend of mine after several months.  |1|
191071|1|19|71|2|20|2|1|4|1|1|7|3|3|2|1|1|0|2|0|0|0|0|0|2|2|3|3|2|1|2|2|3|0|1|1|guilt|3|2|1910717|When I noticed the negative changes in a friend's behaviour. |1|
191072|1|19|72|2|19|2|2|7|1|1|1|1|4|3|1|0|0|1|0|1|0|0|0|1|3|1|2|1|2|5|0|0|3|0|0|joy|4|3|1910721|I was going to my village, after having been rather oppressed in á Madrid. |1|
191072|1|19|72|2|19|2|2|7|1|1|2|1|1|2|0|0|0|1|1|0|0|0|0|1|2|3|2|1|0|5|1|2|0|2|0|fear|1|2|1910722|I was watching a procession during the Holy week, and a penitent á approached me.|1|
191072|1|19|72|2|19|2|2|7|1|1|3|2|4|4|0|0|0|1|1|0|1|0|0|1|1|3|3|3|2|1|0|0|1|0|1|anger|4|4|1910723|My mother read a letter that a friend of mine had written to me á telling me how she had got drunk the last time.|1|
191072|1|19|72|2|19|2|2|7|1|1|4|1|4|4|0|1|0|2|0|0|1|0|0|1|1|3|3|2|2|1|1|1|2|0|2|sadness|4|4|1910724|[ No response.]|1|
191072|1|19|72|2|19|2|2|7|1|1|5|1|1|4|0|0|0|1|0|0|0|0|0|1|2|3|2|2|4|1|0|2|0|2|0|disgust|1|4|1910725|I found a cockroach crushed between two folders in my bedroom, I á called my mother.|1|
191072|1|19|72|2|19|2|2|7|1|1|6|1|1|1|0|0|0|0|0|0|0|0|0|3|3|3|2|3|3|3|1|2|1|2|0|shame|1|1|1910726|I ride my motorbike in my village and everyone stares at me as if á I was a rare specimen.|1|
191072|1|19|72|2|19|2|2|7|1|1|7|4|4|3|0|0|0|1|1|0|1|0|0|1|1|3|2|2|2|2|1|1|2|0|1|guilt|4|3|1910727|I was spending a few days at my aunt's place.  One night I got á home very late, I had told them I was going to a party but I went á to another place.  They were very worried.|1|
191073|1|19|73|2|19|2|1|8|1|1|1|3|3|4|1|0|1|1|1|1|0|0|0|1|3|1|1|1|2|4|1|3|3|3|0|joy|3|4|1910731|Last Summer I achieved someting that I had been wanting for a á long time.|1|
191073|1|19|73|2|19|2|1|8|1|1|2|4|3|4|4|0|0|3|0|0|1|0|2|3|2|3|3|0|1|1|3|1|0|0|1|fear|3|4|1910732|I was in a camp and went out for a walk at night on my own.  I lost  á my way and spent several hours looking for the camp.|1|
191073|1|19|73|2|19|2|1|8|1|1|3|2|3|3|3|1|0|2|1|0|1|1|2|1|2|3|3|3|2|3|3|2|1|3|2|anger|3|3|1910733|My parents scolded me a lot for something I had not done.  It was á my sister who had done it.|1|
191073|1|19|73|2|19|2|1|8|1|1|4|3|4|4|3|1|1|1|1|0|1|0|0|1|1|3|3|1|0|4|0|0|0|0|2|sadness|4|4|1910734|[ No response.]|1|
191073|1|19|73|2|19|2|1|8|1|1|5|1|2|2|0|0|0|0|0|0|0|0|0|3|3|3|3|3|2|3|3|2|1|2|0|disgust|2|2|1910735|At the hypocrisy of some of my friends.|1|
191073|1|19|73|2|19|2|1|8|1|1|6|3|2|4|2|1|2|2|0|0|0|0|0|3|1|3|2|1|1|3|1|2|0|0|1|shame|2|4|1910736|I greeted and embraced the wrong person thinking that it was my á friend.|1|
191073|1|19|73|2|19|2|1|8|1|1|7|3|4|3|1|1|0|0|1|0|0|0|0|2|1|3|3|2|1|1|3|1|1|0|1|guilt|4|3|1910737|Due to a misunderstanding on my part, two of my best friends á quarelled.|1|
191074|1|19|74|2|19|2|1|6|1|1|1|4|4|4|0|1|2|2|0|1|1|0|2|1|3|1|1|1|0|1|0|2|3|0|2|joy|4|4|1910741|When my brother was born, everything went all right.  It had been á very likely that he would have a deficiency (my sister suffers á from Down's Syndrome) and that my mother would be in danger.|1|
191074|1|19|74|2|19|2|1|6|1|1|2|4|3|2|2|0|0|1|1|0|0|0|1|3|1|3|2|0|1|3|1|2|2|3|0|fear|3|2|1910742|When we got lost in Florence and the coach did not turn up until á midnight.  I had no place to go to and there were strange reports á at the police station.|1|
191074|1|19|74|2|19|2|1|6|1|1|3|2|3|2|0|1|2|1|1|0|0|0|0|3|1|3|3|3|3|5|2|1|2|0|1|anger|3|2|1910743|When an English teacher unfairly made me repeat a semester which á I thought I had passed.  I had to ask my parents for some more á money to carry on studying.|1|
191074|1|19|74|2|19|2|1|6|1|1|4|4|4|4|0|2|1|2|1|0|1|0|1|2|2|1|3|0|1|1|1|1|1|1|3|sadness|4|4|1910744|The person whom I liked most left me for a friend of mine, after á several months of mutual help and a profound knowledge of each á other.|1|
191074|1|19|74|2|19|2|1|6|1|1|5|3|2|3|1|1|0|2|0|0|0|0|0|1|1|3|2|0|3|3|1|2|2|2|1|disgust|2|3|1910745|In a park near our home, a group of young people who were á strangely dressed were seated in the middle of the street.  They á began to eat while carressing each other.|1|
191074|1|19|74|2|19|2|1|6|1|1|6|1|3|3|1|1|2|1|1|0|0|0|0|3|3|3|1|1|0|1|3|1|2|2|1|shame|3|3|1910746|I feel this emotion very often when I try to express my feelings á in public, because other people do not understand my reactions á and think that I am silly. |1|
191074|1|19|74|2|19|2|1|6|1|1|7|1|3|3|0|1|1|1|0|0|1|0|0|3|2|3|3|1|1|5|1|2|3|0|2|guilt|3|3|1910747|A friend of mine said in a group that she felt lonely and á withdrawn from everyone because of mental deficiency.|1|
191075|1|19|75|2|19|8|1|7|1|1|1|4|4|3|2|0|1|3|0|1|0|0|2|1|3|1|1|0|1|4|0|3|2|0|0|joy|4|3|1910751|When I passed the university entrance exam.  I had thus finished á with a difficult period of my life and I was about to begin one á which I had desired a lot.|1|
191075|1|19|75|2|19|8|1|7|1|1|2|3|4|4|3|1|0|2|0|0|0|0|3|2|2|0|2|0|4|5|1|3|2|0|1|fear|4|4|1910752|When I was at home alone, I felt a super-natural force, dangerous á for me and the people close to me.|1|
191075|1|19|75|2|19|8|1|7|1|1|3|4|4|4|4|0|2|3|0|0|0|1|0|1|0|0|1|3|2|5|3|3|1|3|0|anger|4|4|1910753|When my father made my mother go through really terrible á situations, I felt furious, impotent, nervous, upset, ........|1|
191075|1|19|75|2|19|8|1|7|1|1|4|4|4|4|0|1|0|2|0|0|1|0|1|1|0|0|0|3|0|2|0|1|0|1|2|sadness|4|4|1910754|When a person whom I loved and admired a lot died.  I felt empty, á lonely, helpless, without support, not knowing what to do.|1|
191075|1|19|75|2|19|8|1|7|1|1|5|4|4|4|3|0|2|3|0|0|0|0|2|1|0|3|1|3|2|5|3|3|1|2|0|disgust|4|4|1910755|When I came to know that my father and his parents were : self á interested, dirty, negative, egoist, bad peolpe,......|1|
191075|1|19|75|2|19|8|1|7|1|1|6|4|3|3|3|1|2|2|1|0|0|0|2|3|1|3|2|0|2|1|0|2|1|0|1|shame|3|3|1910756|I think that the only time I really felt shame was when I was á very young and I had to defecate on the street.  I was very á worried in case someone should see me.|1|
191075|1|19|75|2|19|8|1|7|1|1|7|4|4|3|4|1|0|1|1|0|0|0|0|3|1|3|2|3|0|1|3|2|1|1|1|guilt|4|3|1910757|When I was young I felt guilty because I thought that I had á commited a grave sin.|1|
191078|1|19|78|2|20|2|2|6|3|1|1|1|3|2|0|0|0|2|0|1|0|0|1|1|3|1|1|1|2|4|1|2|3|0|0|joy|3|2|1910781|On my birthday, when I was given my presents.|1|
191078|1|19|78|2|20|2|2|6|3|1|2|3|1|2|0|0|0|3|0|0|0|0|0|1|1|3|2|0|2|5|2|2|2|0|0|fear|1|2|1910782|We were riding in a friend's car.  He was driving very fast and á suddenly a another car crossed the road in front of us.  My á friend had to turn the car rapidly.|1|
191078|1|19|78|2|20|2|2|6|3|1|3|1|1|1|0|0|0|2|1|0|0|0|0|1|2|3|2|2|2|5|2|2|1|0|0|anger|1|1|1910783|When I found one of my new pullovers wrinkled inside the á wardrobe.  My brother had done it.|1|
191078|1|19|78|2|20|2|2|6|3|1|4|4|3|2|0|0|0|2|0|0|1|0|2|1|1|3|3|2|3|5|2|2|1|0|1|sadness|3|2|1910784|When I went to see the result of an exam and saw that I had á failed.|1|
191078|1|19|78|2|20|2|2|6|3|1|5|1|1|1|0|0|0|1|0|0|0|0|0|1|1|3|3|0|4|5|0|2|2|0|0|disgust|1|1|1910785|When I was getting up, I found a live cockroach in my bedroom.|1|
191078|1|19|78|2|20|2|2|6|3|1|6|2|1|2|0|0|2|1|0|0|0|0|1|3|1|3|3|1|4|5|2|2|2|1|0|shame|1|2|1910786|The mother of a friend of mine passed by me and saw me sitting á on a boy's lap.  I tried to greet her but could not help á blushing.|1|
191078|1|19|78|2|20|2|2|6|3|1|7|1|1|1|0|0|0|1|0|0|0|0|0|1|1|3|3|0|4|5|0|2|2|0|0|guilt|1|1|1910787|A friend of mine had the sleeves of a leather coat stolen from á his car.  It was me who had left them there for everyone to see.|1|
191079|1|19|79|2|20|2|1|6|1|1|1|4|3|3|1|0|1|3|0|1|1|0|1|1|2|1|1|1|0|4|1|3|3|1|1|joy|3|3|1910791|The final marks were to be given in the morning.  I wanted to get á there late because I was very afraid.  When I arrived there, á everybody was very happy and I had also passed.  We had a á wonderful time all day long.|1|
191079|1|19|79|2|20|2|1|6|1|1|2|3|2|3|3|0|2|1|0|0|0|0|0|2|2|2|1|1|1|5|1|3|0|2|0|fear|2|3|1910792|I went to visit a friend in hospital.  He was going to be á operated the next day.  I was afraid that they would not let me á in and I did not know what his reaction would be on seeing me.|1|
191079|1|19|79|2|20|2|1|6|1|1|3|4|3|3|0|0|0|2|0|0|0|0|0|1|1|3|2|2|2|5|2|3|3|3|0|anger|3|3|1910793|A friend of mine played a joke on another friend over the á telephone.  This friend, crying, called me and I got very angry á and made the other person apologize.|1|
191079|1|19|79|2|20|2|1|6|1|1|4|1|1|4|0|1|2|0|0|0|0|0|0|3|2|3|3|0|0|5|3|1|0|1|1|sadness|1|4|1910794|A friend of mine told me that my boyfriend had been with another á girl this Summer.  We had been going out together for four years á and we had not done so for the last three months.  I could not á believe it.|1|
191079|1|19|79|2|20|2|1|6|1|1|5|4|1|2|1|1|0|1|0|0|0|0|0|2|1|3|2|1|0|3|0|2|2|1|1|disgust|1|2|1910795| I was at a friend's place for lunch and she fell ill and á vomited.|1|
191079|1|19|79|2|20|2|1|6|1|1|6|4|3|2|3|0|0|0|1|0|0|0|0|1|2|2|2|0|0|4|1|2|2|3|0|shame|3|2|1910796|I was dancing in a theatre.  I was not sure whether some frieends á of mine had come to see me.  I was very scared of doing things á wrong.|1|
191079|1|19|79|2|20|2|1|6|1|1|7|3|3|3|2|0|0|2|0|0|1|0|0|1|2|3|2|2|1|1|2|1|1|3|1|guilt|3|3|1910797|Classes were over and I wanted to go home.  A friend of mine á asked me to wait for half an hour to take him back home.  I said á no.  |1|
191080|1|19|80|2|20|2|2|5|6|1|1|1|1|3|3|1|0|1|0|0|0|0|0|2|3|1|1|1|4|4|1|2|0|0|1|joy|1|3|1910801|On holiday, seeing the lanscape in Gerona.|1|
191080|1|19|80|2|20|2|2|5|6|1|2|1|3|1|1|0|0|1|0|0|0|0|0|3|2|3|2|2|1|4|1|2|0|0|0|fear|3|1|1910802|Travelling by coach on a rather narrow and wet road.|1|
191080|1|19|80|2|20|2|2|5|6|1|3|3|1|4|4|0|2|2|1|0|0|0|1|1|1|3|2|1|3|5|1|2|0|0|0|anger|1|4|1910803|They wanted me to pay for a ticket twice because they said that á the one I had was out of date.|1|
191080|1|19|80|2|20|2|2|5|6|1|4|1|3|3|0|1|0|0|0|0|0|0|0|3|3|3|2|1|2|1|1|2|2|1|1|sadness|3|3|1910804|When I came back from my holidays.|1|
191080|1|19|80|2|20|2|2|5|6|1|5|2|1|2|0|0|0|1|0|0|0|0|1|1|1|3|2|2|1|2|2|2|0|0|0|disgust|1|2|1910805|When I saw an insect going up my arm.|1|
191080|1|19|80|2|20|2|2|5|6|1|6|1|1|2|0|0|2|1|0|0|0|0|0|3|1|2|2|2|3|5|2|1|0|0|0|shame|1|2|1910806|When I entered a bar looking for a friend.|1|
191080|1|19|80|2|20|2|2|5|6|1|7|1|1|1|0|0|0|1|1|0|0|0|0|2|1|3|2|1|1|3|2|1|2|0|0|guilt|1|1|1910807|Arguing with my younger cousin.  She is rather a nuisance but I á felt sorry.|1|
191081|1|19|81|2|19|2|2|8|1|1|1|4|1|3|1|0|1|1|0|1|0|0|0|2|0|1|1|1|2|4|1|3|3|3|0|joy|1|3|1910811|When some friends of mine asked me to go camping with them for a á fortnight.|1|
191081|1|19|81|2|19|2|2|8|1|1|2|4|2|4|0|0|0|1|0|0|1|0|0|1|0|3|0|1|0|1|0|1|2|0|1|fear|2|4|1910812|Once, when I was very young, my mother left me alone in the á house and came back very late.|1|
191081|1|19|81|2|19|2|2|8|1|1|3|3|3|3|0|1|2|2|0|0|1|0|1|2|1|3|3|3|2|3|1|1|1|2|2|anger|3|3|1910813|When my aunt told me angrily that I was a good-for-nothing and á she was fed up with my behaviour.|1|
191081|1|19|81|2|19|2|2|8|1|1|4|4|1|4|0|0|1|3|0|0|1|0|0|1|0|3|2|0|4|4|0|3|3|3|1|sadness|1|4|1910814|When my parents and sister went on a trip and I was separated á from them for about three months.|1|
191081|1|19|81|2|19|2|2|8|1|1|5|4|4|2|0|0|0|1|1|0|0|0|0|3|2|3|3|2|3|1|0|0|1|0|0|disgust|4|2|1910815|When a person I did not know hurt a friend of mine.|1|
191081|1|19|81|2|19|2|2|8|1|1|6|4|1|3|2|0|0|2|0|0|0|0|2|3|1|3|2|0|4|3|2|1|2|0|0|shame|1|3|1910816|When the literature teacher made me recite a poem in the middle á of the class and I had to gesticulate.|1|
191081|1|19|81|2|19|2|2|8|1|1|7|4|3|2|0|0|0|1|1|0|0|0|0|1|1|3|2|2|1|5|1|2|1|2|0|guilt|3|2|1910817|Once, when I arrived home very late, my parents had an argument á because of this; my mother wanted to stand up for me.|1|
191082|1|19|82|2|19|8|2|2|1|1|1|3|4|3|2|0|1|2|0|1|0|0|0|1|2|1|1|1|1|4|1|3|0|3|0|joy|4|3|1910821|I phoned a friend of mine to ask her for news about the marks in á an exam.  She told me that I had passed.|1|
191082|1|19|82|2|19|8|2|2|1|1|2|4|2|3|2|1|0|2|1|0|0|0|1|1|1|3|3|0|3|2|0|2|0|1|1|fear|2|3|1910822|I was spending my summer holidays in a village.  My friend and I á were coming back from a discotheque at night and we heard a noise á from an alley.  We were very scared and we got into my friend's house. á  A moment later, an unknown car picked up a person from this á alley.|1|
191082|1|19|82|2|19|8|2|2|1|1|3|1|1|2|2|0|0|2|0|0|0|0|1|1|2|3|2|2|0|3|2|2|2|0|0|anger|1|2|1910823|My mother and I had an argument over buying some clothes for me.  á She did not accept the fact that I did not like the same things á as her, and we ended up shouting at each other.|1|
191082|1|19|82|2|19|8|2|2|1|1|4|4|4|4|0|0|1|2|0|0|0|0|0|1|1|3|0|0|4|4|0|2|2|0|0|sadness|4|4|1910824|One day, I was home and there was a phone call informing me that á some of my relatives had died in an accident.|1|
191082|1|19|82|2|19|8|2|2|1|1|5|3|2|3|2|2|1|3|0|0|0|0|1|1|2|3|2|2|1|3|1|2|2|0|2|disgust|2|3|1910825|When I saw a film in which there was a scene where women were cut á to pieces.  Above all, it was the blood and the confusion which á impressed me most.|1|
191082|1|19|82|2|19|8|2|2|1|1|6|4|1|2|2|0|2|2|0|1|0|0|0|3|1|2|2|1|3|4|1|2|2|0|0|shame|1|2|1910826|I was walking to school and I passed by a red cross post where á there were many soldiers.  They began to pass remarks at me.|1|
191082|1|19|82|2|19|8|2|2|1|1|7|3|3|3|2|0|0|2|0|0|0|0|1|2|1|3|2|3|2|5|2|3|1|3|0|guilt|3|3|1910827|A friend of mine trusted me to back her in a decision she had á made.  But when the moment came I did not agree with her opinion.|1|
191083|1|19|83|2|24|8|2|6|1|1|1|1|3|3|0|0|1|1|1|1|0|0|0|1|1|1|1|1|3|4|0|3|3|3|0|joy|3|3|1910831|I was told that I had passed the statistics exam.  I had not á expected this so I was very happy.|1|
191083|1|19|83|2|24|8|2|6|1|1|2|3|3|2|2|0|0|0|0|0|0|0|1|2|1|3|3|3|4|1|0|2|3|1|0|fear|3|2|1910832|When my brother hit his head and lost consciousness at the sports á practice.  For some time he could not remember what had happened á but he recovered later.|1|
191083|1|19|83|2|24|8|2|6|1|1|3|1|1|3|2|1|0|1|0|0|0|0|1|1|2|3|3|3|2|5|2|2|1|3|1|anger|1|3|1910833|I get angry with my brothers and sisters when they do something á that I do not like.  They know this and still do it so as to á tease me.|1|
191083|1|19|83|2|24|8|2|6|1|1|4|4|4|3|0|2|0|1|0|0|1|0|0|1|2|3|3|2|4|1|0|2|0|0|3|sadness|4|3|1910834|When my grandfather died.|1|
191083|1|19|83|2|24|8|2|6|1|1|5|2|2|2|0|0|0|2|0|0|0|0|0|1|1|3|3|3|3|3|0|2|0|2|0|disgust|2|2|1910835|When opened a box of biscuits and found worms inside.|1|
191083|1|19|83|2|24|8|2|6|1|1|6|4|1|2|0|1|2|1|0|0|0|0|0|2|1|3|3|3|1|3|1|1|1|0|1|shame|1|2|1910836|When I was young I was told to to the shop to buy a dozen eggs.  á I went and asked for one egg and the people in the shop laughed á at me and so did my family when I told them what had happened.|1|
